Št.	Beseda 1	Beseda 2	Ali sta besedi protipomenki? [MŠ1]	Ali sta besedi protipomenki? [MJ]	Ali sta besedi protipomenki? [MŠ2]	Ali sta besedi sopomenki? [MS]	Ali sta besedi protipomenki? [TM]	Ali sta besedi protipomenki? [TVK]	SKUPAJ	ENOTNOST	Glavni problem	Morebitni dodatni problem	
1434	obleči	sleči	d	d	d	d	g	d	ddddgd		kontekst		
1435	obolenje	zdravje	d	d	n	g	d	d	ddngdd		dejanje in stanje		
1436	oboleti	preboleti	d	d	d	g	d	g	dddgdg		kontekst		
1437	oborožen	golorok	d	g	n	d	d	d	dgnddd		kontekst		
1438	oborožen	neoborožen	d	d	d	d	d	d	dddddd	je protipomenka			
1439	oboroževanje	razorožitev	d	g	g	g	g	d	dggggd		ne/dov. glag. tvor.		
1440	obremenjen	neobremenjen	d	d	d	d	d	d	dddddd	je protipomenka			
1441	obremenjeno	neobremenjeno	d	d	d	d	d	d	dddddd	je protipomenka			
1442	obrezan	neobrezan	d	d	d	d	d	d	dddddd	je protipomenka			
1443	obrit	neobrit	d	d	d	d	d	d	dddddd	je protipomenka			
1444	obrnljivost	nespremenljivost	d	g	n	n	d	g	dgnndg		ne	zaz	
1445	obsodba	absolucija	g	g	g	g	g	d	gggggd		zaz	prevzeto	
1446	obsodba	oprostitev	d	d	d	d	d	d	dddddd	je protipomenka			
1447	obsojati	odobravati	d	d	d	d	d	d	dddddd	je protipomenka			
1448	obstoječ	neobstoječ	d	d	d	d	d	d	dddddd	je protipomenka			
1449	obstoječe	neobstoječe	d	d	d	d	d	d	dddddd	je protipomenka			
1450	obsvetliti	zmračiti	d	g	d	n	g	g	dgdngg		povrat		
1451	obuditi	miriti	n	n	n	n	g	n	nnnngn		nedov	kontekst	
1452	obuditi	pomiriti	d	n	n	n	g	n	dnnngn		kontekst		
1453	obuditi	umiriti	d	n	n	n	g	n	dnnngn		kontekst		
1454	obvezen	neobvezen	d	d	d	d	d	d	dddddd	je protipomenka			
1455	obvezno	neobvezno	d	d	d	d	d	d	dddddd	je protipomenka			
1456	obzirno	brezobzirno	d	d	d	d	d	d	dddddd	je protipomenka			
1457	obzirnost	neobzirnost	d	d	d	d	d	d	dddddd	je protipomenka			
1458	obzirnost	nepremišljenost	n	n	n	d	g	g	nnndgg		tranz	ne	
1459	obzirnost	nepreudarnost	n	n	n	d	g	g	nnndgg		tranz	ne	
1460	obzirnost	breztaktnost	g	d	d	g	d	d	gddgdd		ne	zaz	
1461	obzirnost	indiskretnost	g	d	g	g	d	d	gdggdd		prevzeto	ne	
1462	obzirnost	netaktnost	g	d	d	g	d	d	gddgdd		ne		
1463	oče	mati	d	n	d	d	g	g	dnddgg		spol		
1464	oči	mati	n	n	n	g	g	g	nnnggg		spol		
1465	očistiti	onesnažiti	d	d	d	d	d	d	dddddd	je protipomenka			
1466	očistiti	umazati	d	d	d	d	d	d	dddddd	je protipomenka			
1467	odbijati	privlačiti	d	d	d	d	d	d	dddddd	je protipomenka			
1468	odbijati	sprejemati	d	d	n	g	g	g	ddnggg		gp		
1469	odbijati	sprejeti	n	n	n	n	g	d	nnnngd		nedov	kontekst	
1470	odbijati	pritegniti	d	n	d	g	d	d	dndgdd		nedov		
1471	odbijati	ugajati	d	d	d	d	g	d	ddddgd		kontekst		
1472	odbiti	sprejemati	n	n	n	g	g	g	nnnggg		nedov	kontekst	
1473	odbiti	sprejeti	d	d	d	d	g	d	ddddgd		kontekst		
1474	oddaljen	blizek	d	g	d	d	g	d	dgddgd		zaz		
1475	oddaljen	bližnji	d	d	d	g	d	d	dddgdd		nedol		
1476	oddaljenost	bližina	d	d	d	d	d	d	dddddd	je protipomenka			
1477	oddaljevati	bližati	d	d	d	d	g	d	ddddgd		povrat		
1478	oddaljiti	približati	d	d	d	d	g	d	ddddgd		povrat		
1479	odgovor	poizvedovanje	d	g	d	g	d	g	dgdgdg		kontekst		
1480	odgovor	povpraševanje	d	d	d	g	d	g	dddgdg		kontekst		
1481	odgovoren	neodgovoren	d	d	d	d	d	d	dddddd	je protipomenka			
1482	odgovorno	neodgovorno	d	d	d	d	d	d	dddddd	je protipomenka			
1483	odgovornost	neodgovornost	d	d	d	d	d	d	dddddd	je protipomenka			
1484	odgovornost	neprištevnost	d	n	n	d	n	d	dnndnd		kontekst	ne	
1485	odhodek	prejemek	d	d	d	d	d	d	dddddd	je protipomenka			
1486	odhodek	prihodek	d	d	d	d	d	d	dddddd	je protipomenka			
1487	odhodek	zaslužek	d	d	n	d	d	d	ddnddd		kontekst		
1488	oditi	ostati	d	d	d	d	d	d	dddddd	je protipomenka			
1489	odkleniti	prikleniti	d	d	d	d	g	d	ddddgd		gp		
1490	odkleniti	zapreti	d	d	n	n	g	g	ddnngg		zaz	kontekst	
1491	odkritost	dvoličnost	d	d	d	d	g	g	ddddgg		kontekst		
1492	odkritost	neiskrenost	d	d	d	d	d	d	dddddd	je protipomenka			
1493	odkritost	neodkritosrčnost	d	d	n	g	d	d	ddngdd		kontekst	ne	
1494	odkritost	lažnivost	d	d	d	g	d	d	dddgdd		kontekst		
1495	odkritost	neodkritost	d	d	d	d	d	d	dddddd	je protipomenka			
1496	odločen	neodločen	d	d	d	d	d	d	dddddd	je protipomenka			
1497	odločeno	neodločeno	d	d	d	d	d	d	dddddd	je protipomenka			
1498	odločnost	neodločnost	d	d	d	d	d	d	dddddd	je protipomenka			
1499	odmotati	naviti	d	d	d	g	d	d	dddgdd		zaz	kontekst	
1500	odobravanje	neodobravanje	d	d	d	d	d	d	dddddd	je protipomenka			
1501	odobriti	zavrniti	d	d	d	d	d	d	dddddd	je protipomenka			
1502	odpasti	biti	n	g	n	g	g	g	ngnggg		gš		
1503	odpasti	pritrditi	d	n	n	g	d	d	dnngdd		kontekst		
1504	odpiranje	zapiranje	d	d	d	d	d	d	dddddd	je protipomenka			
1505	odpirati	zapirati	d	d	d	d	d	d	dddddd	je protipomenka			
1506	odpovedati	pridobiti	n	n	n	n	n	n	nnnnnn	ni protipomenka			
1507	odpovedati	najti	n	n	n	n	n	n	nnnnnn	ni protipomenka			
1508	odpovedati	obdržati	d	d	g	n	d	g	ddgndg		gp		
1509	odpreti	blokirati	d	g	n	n	g	d	dgnngd		nedov		
1510	odpreti	ovirati	g	g	n	n	g	d	ggnngd		nedov	kontekst	
1511	odpreti	zavirati	g	n	n	n	g	n	gnnngn		nedov	kontekst	
1512	odprt	zaprt	d	d	d	d	d	d	dddddd	je protipomenka			
1513	odpustiti	zaposliti	d	d	d	d	d	d	dddddd	je protipomenka			
1514	odpustljiv	neodpusten	d	g	d	g	d	d	dgdgdd		tvorjeno	ne	
1515	odpustljiv	neodpustljiv	d	d	d	d	d	d	dddddd	je protipomenka			
1516	odpustljiv	neoprostljiv	d	d	d	d	d	d	dddddd	je protipomenka			
1517	odrasel	mladoletnik	d	d	d	g	d	d	dddgdd		stop		
1518	odreči	pridobiti	d	g	n	g	g	n	dgnggn		gp		
1519	odreči	najti	n	n	n	n	g	n	nnnngn		povrat	gp	
1520	odreči	imeti	d	n	n	g	g	n	dnnggn		gš	povrat	
1521	odreči	obdržati	d	n	d	g	g	n	dndggn		povrat	gp	
1522	odsoten	sedanji	n	n	n	n	g	n	nnnngn		kontekst		
1523	odsotnost	prisotnost	d	d	d	d	d	d	dddddd	je protipomenka			
1524	odštevanje	dodajanje	d	g	g	d	d	d	dggddd		tranz		
1525	odstraniti	dodati	d	d	d	d	d	d	dddddd	je protipomenka			
1526	odstraniti	doložiti	g	g	d	d	d	d	ggdddd		zaz	kontekst	
1527	odstraniti	navreči	n	n	n	g	d	n	nnngdn		kontekst		
1528	odstraniti	pridati	d	d	d	d	d	d	dddddd	je protipomenka			
1529	odstraniti	pridodati	d	d	d	d	d	d	dddddd	je protipomenka			
1530	odstraniti	priložiti	d	d	d	g	d	d	dddgdd		kontekst		
1531	odstraniti	primakniti	d	d	d	d	d	d	dddddd	je protipomenka			
1532	odstraniti	pristaviti	d	d	d	d	d	d	dddddd	je protipomenka			
1533	odstraniti	vložiti	d	g	n	g	g	g	dgnggg		gp		
1534	odsvetovati	svetovati	d	d	d	d	d	d	dddddd	je protipomenka			
1535	odsvetovati	priporočiti	d	d	d	d	d	d	dddddd	je protipomenka			
1536	odvezati	povezati	n	g	n	n	n	d	ngnnnd		kontekst		
1537	odvezati	zvezati	d	d	d	d	d	d	dddddd	je protipomenka			
1538	odvezati	zavezati	d	d	d	d	d	d	dddddd	je protipomenka			
1539	odvezati	privezati	d	d	d	d	d	d	dddddd	je protipomenka			
1540	odvezati	fiksirati	g	d	n	g	g	g	gdnggg		prevzeto	kontekst	
1541	odvijati	preplesti	n	n	d	g	g	d	nndggd		nedov		
1542	odvijati	prepletati	n	d	d	d	g	d	ndddgd		kontekst		
1543	odvijati	zamotati	g	d	d	g	d	d	gddgdd		nedov		
1544	odvisen	prost	d	d	n	n	g	g	ddnngg		tranz		
1545	odvisen	samostojen	d	d	d	g	g	d	dddggd		kontekst		
1546	odvisen	neodvisen	d	d	d	d	d	d	dddddd	je protipomenka			
1547	odvisno	neodvisno	d	d	d	d	d	d	dddddd	je protipomenka			
1548	odvisnost	neodvisnost	d	d	d	d	d	d	dddddd	je protipomenka			
1549	ofenziven	nespotakljiv	g	n	n	g	g	g	gnnggg		drugo		
1550	ofenziven	neškodljiv	d	n	n	g	g	d	dnnggd		kontekst	prevzeto, ne	
1551	ograjen	neograjen	d	d	d	d	d	d	dddddd	je protipomenka			
1552	ohladiti	vneti	d	g	n	d	g	d	dgndgd		gp		
1553	ohlapen	tesen	d	d	d	d	d	d	dddddd	je protipomenka			
1554	okornost	milina	g	g	n	n	g	g	ggnngg		kontekst		
1555	okornost	prisrčnost	d	g	n	n	g	g	dgnngg		kontekst		
1556	okrepiti	razredčiti	d	d	n	g	d	g	ddngdg		kontekst		
1557	okrepiti	tanjšati	d	g	n	n	g	g	dgnngg		nedov	kontekst	
1558	okrepiti	zmanjšati	d	d	n	d	d	d	ddnddd		kontekst		
1559	okrnjena	neokrnjena	d	d	d	d	d	d	dddddd	je protipomenka			
1560	okusen	neokusen	d	d	d	d	d	d	dddddd	je protipomenka			
1561	okusno	neokusno	d	d	d	d	d	d	dddddd	je protipomenka			
1562	okusnost	neokusnost	d	d	d	d	d	d	dddddd	je protipomenka			
1563	okusnost	omlednost	g	g	d	g	g	d	ggdggd		zaz		
1564	olepšan	neolepšan	d	d	d	d	d	d	dddddd	je protipomenka			
1565	omejen	neomejen	d	d	d	d	d	d	dddddd	je protipomenka			
1566	omejeno	neomejeno	d	d	d	d	d	d	dddddd	je protipomenka			
1567	omejevalnost	permisivnost	d	d	d	d	g	d	ddddgd		tvorjeno	prevzeto	
1568	omejevalnost	strpnost	d	d	n	d	g	d	ddndgd		tvorjeno		
1569	omejiti	osvoboditi	d	d	d	g	d	d	dddgdd		kontekst		
1570	omejiti	sprostiti	d	d	n	d	d	d	ddnddd		gp		
1571	omogočiti	ovirati	d	d	n	g	g	d	ddnggd		nedov		
1572	omogočiti	preprečiti	d	d	d	d	d	d	dddddd	je protipomenka			
1573	onemogočiti	omogočati	n	n	n	g	d	d	nnngdd		nedov		
1574	onemogočiti	omogočiti	d	d	d	d	d	d	dddddd	je protipomenka			
1575	opazen	neopazen	d	d	d	d	d	d	dddddd	je protipomenka			
1576	opaženo	neopaženo	d	d	d	d	d	d	dddddd	je protipomenka			
1577	opazno	neopazno	d	d	d	d	d	d	dddddd	je protipomenka			
1578	oplašiti	razveseliti	n	g	n	n	g	n	ngnngn		zaz	kontekst	
1579	oplašiti	junačiti	d	g	n	n	d	g	dgnndg		nedov	zaz	
1580	oplašiti	ohrabriti	d	d	d	d	d	d	dddddd	je protipomenka			
1581	oplašiti	ojunačiti	d	d	d	d	d	d	dddddd	je protipomenka			
1582	oplašiti	opogumiti	d	d	d	d	d	d	dddddd	je protipomenka			
1583	oplašiti	osrčiti	g	g	d	d	g	d	ggddgd		zaz		
1584	oportun	neprikladen	d	d	d	n	g	d	dddngd		zaz	ne	
1585	oportun	nepriličen	g	d	g	n	g	d	gdgngd		zaz	ne	
1586	oportun	neprimeren	d	d	n	g	g	d	ddnggd		zaz	ne	
1587	oportun	neugoden	d	n	n	g	g	d	dnnggd		zaz	ne	
1588	oportun	neumesten	d	d	n	n	g	d	ddnngd		zaz	ne	
1589	opredeljen	neopredeljen	d	d	d	d	d	d	dddddd	je protipomenka			
1590	opredmetena	neopredmetena	d	d	d	d	d	d	dddddd	je protipomenka			
1591	opreznost	neprevidnost	d	d	d	d	d	d	dddddd	je protipomenka			
1592	optimist	pesimist	d	d	d	d	d	d	dddddd	je protipomenka			
1593	optimist	črnogled	d	n	n	g	d	d	dnngdd		zaz		
1594	optimist	črnogledec	d	d	g	d	d	d	ddgddd		zaz		
1595	optimističen	pesimističen	d	d	d	d	d	d	dddddd	je protipomenka			
1596	optimističen	temnogled	d	d	n	n	d	d	ddnndd		zaz	kontekst	
1597	optimizem	pesimizem	d	d	d	d	d	d	dddddd	je protipomenka			
1598	opustiti	vztrajati	d	d	d	d	d	d	dddddd	je protipomenka			
1599	organizirati	dezorganizirati	d	d	d	d	d	d	dddddd	je protipomenka			
1600	organizirati	razdirati	n	g	n	d	g	d	ngndgd		kontekst		
1601	organizirati	razkrojiti	n	g	n	d	g	n	ngndgn		kontekst		
1602	organizirati	razstrojiti	d	g	n	g	g	g	dgnggg		zaz	kontekst	
1603	organski	anorganski	d	d	d	d	d	d	dddddd	je protipomenka			
1604	organski	neorganski	d	d	d	d	d	d	dddddd	je protipomenka			
1605	orientirati	dezorientirati	d	d	d	d	d	d	dddddd	je protipomenka			
1606	oseben	brezoseben	d	d	d	d	d	d	dddddd	je protipomenka			
1607	oseben	neoseben	d	d	d	d	d	d	dddddd	je protipomenka			
1608	oseben	javen	d	d	d	d	g	d	ddddgd		kontekst		
1609	oseka	vrhunec	n	n	n	n	g	g	nnnngg		tranz		
1610	oskruniti	posvetiti	d	d	d	d	g	d	ddddgd		kontekst		
1611	oskruniti	posvečevati	n	n	n	g	d	d	nnngdd		nedov	kontekst	
1612	oslabeti	okrepiti	d	d	g	d	d	d	ddgddd		povrat		
1613	oster	top	d	d	d	d	d	d	dddddd	je protipomenka			
1614	ostrost	topost	d	d	d	d	d	d	dddddd	je protipomenka			
1615	ostrost	nejasnost	d	n	n	d	g	d	dnndgd		kontekst	ne	
1616	ostrost	nerazločnost	d	d	d	d	g	d	ddddgd		kontekst	ne	
1617	osvetljava	tema	d	n	g	g	g	d	dngggd		večpom		
1618	osvoboditi	zadržati	d	d	d	d	d	d	dddddd	je protipomenka			
1619	otesan	neotesan	d	d	g	d	d	d	ddgddd		zaz	ne	
1620	otipljivost	neotipljivost	d	d	d	d	d	d	dddddd	je protipomenka			
1621	otrok	roditelj	d	g	d	d	g	d	dgddgd		kvazi	zaz	
1622	otrok	starš	g	g	d	g	g	d	ggdggd		kvazi		
1623	otrok	starši	d	n	n	g	g	d	dnnggd		lema	kvazi	
1624	oviran	neoviran	d	d	d	d	d	d	dddddd	je protipomenka			
1625	ovirati	omogočati	d	d	n	d	d	d	ddnddd		kontekst		
1626	ovirati	izpustiti	d	n	n	g	g	g	dnnggg		nedov	kontekst	
1627	ovirati	osvoboditi	d	n	n	g	g	g	dnnggg		nedov	kontekst	
1628	oviti	odvijati	n	n	n	g	g	d	nnnggd		nedov		
1629	oviti	odviti	d	d	d	d	d	d	dddddd	je protipomenka			
1630	oviti	razplesti	d	d	n	d	d	g	ddnddg		gp		
1631	ozadje	ospredje	d	d	d	d	d	d	dddddd	je protipomenka			
1632	padec	dvig	d	d	d	d	d	d	dddddd	je protipomenka			
1633	padec	vzpenjanje	d	d	g	g	d	g	ddggdg		ne/dov. glag. tvor.		
1634	pameten	nespameten	d	d	d	d	d	d	dddddd	je protipomenka			
1635	parazit	gostitelj	d	g	d	d	d	d	dgdddd		zaz	kontekst	
1636	pasiv	tvornik	g	d	d	g	d	d	gddgdd		prevzeto		
1637	pasiven	dejaven	d	d	d	g	d	d	dddgdd		prevzeto		
1638	pazljiv	nepazljiv	d	d	d	d	d	d	dddddd	je protipomenka			
1639	peljati	slediti	d	d	n	n	g	g	ddnngg		tranz		
1640	permeabilnost	nepredirnost	d	g	n	g	g	d	dgnggd		zaz	ne	
1641	permeabilnost	nepremočljivost	d	g	n	g	g	d	dgnggd		zaz	ne	
1642	permeabilnost	neprepustnost	d	g	d	g	g	d	dgdggd		zaz	ne	
1643	pijanost	treznost	d	d	d	d	d	d	dddddd	je protipomenka			
1644	pismen	nepismen	d	d	d	d	d	d	dddddd	je protipomenka			
1645	pismenost	nepismenost	d	d	d	d	d	d	dddddd	je protipomenka			
1646	piten	nepiten	d	d	d	d	d	d	dddddd	je protipomenka			
1647	plačano	neplačano	d	d	d	d	d	d	dddddd	je protipomenka			
1648	plačevanje	neplačevanje	d	d	d	d	d	d	dddddd	je protipomenka			
1649	plavati	toniti	d	d	d	d	d	d	dddddd	je protipomenka			
1650	plemenit	skop	d	n	n	g	g	g	dnnggg		kontekst		
1651	plemenit	stiskaški	d	n	n	g	g	g	dnnggg		zaz	kontekst	
1652	plemenitaš	plemkinja	d	n	n	n	n	n	dnnnnn		spol		
1653	plemenitašinja	plemenitaš	d	n	n	g	n	n	dnngnn		spol		
1654	plemenitašinja	plemič	d	n	n	n	n	n	dnnnnn		spol		
1655	plemenitašinja	žlahtnik	n	n	n	n	g	n	nnnngn		spol	zaz, večpom	
1656	plima	oseka	d	d	d	d	d	d	dddddd	je protipomenka			
1657	ploden	brezploden	d	d	d	d	d	d	dddddd	je protipomenka			
1658	ploden	jalov	d	d	d	d	d	d	dddddd	je protipomenka			
1659	ploden	neploden	d	d	d	d	d	d	dddddd	je protipomenka			
1660	ploden	nerodoviten	d	d	d	d	d	d	dddddd	je protipomenka			
1661	ploden	sterilen	d	d	d	d	g	d	ddddgd		večpom		
1662	plodno	zaman	d	g	n	d	n	g	dgndng		kontekst		
1663	plodnost	jalovost	d	d	d	d	d	d	dddddd	je protipomenka			
1664	plodnost	nerodovitnost	d	d	d	d	d	d	dddddd	je protipomenka			
1665	plodnost	neplodnost	d	d	d	d	d	d	dddddd	je protipomenka			
1666	plus	minus	d	d	d	d	d	d	dddddd	je protipomenka			
1667	plus	slabost	d	g	n	g	g	d	dgnggd		kontekst		
1668	plus	izguba	d	d	n	g	g	d	ddnggd		kontekst		
1669	pobirati	raztresti	d	n	d	g	d	d	dndgdd		nedov		
1670	poboljšljiv	nepoboljšljiv	d	d	d	d	d	d	dddddd	je protipomenka			
1671	poboljšljiv	nepopravljiv	d	d	g	d	d	d	ddgddd		kontekst	ne	
1672	pobožnost	brezboštvo	d	d	d	d	d	d	dddddd	je protipomenka			
1673	pobran	neurejen	n	n	n	n	g	g	nnnngg		tranz	ne	
1674	pobran	nezbran	n	n	n	g	g	g	nnnggg		tranz	ne	
1675	počasi	naglo	d	d	d	d	d	d	dddddd	je protipomenka			
1676	počasi	nagloma	d	d	n	d	d	d	ddnddd		zaz		
1677	počasi	nanaglo	d	d	d	g	d	d	dddgdd		zaz		
1678	počrniti	obeliti	d	g	d	g	d	d	dgdgdd		tvorjeno		
1679	počrniti	pobeliti	d	d	d	d	d	d	dddddd	je protipomenka			
1680	podcenjevati	preceniti	n	n	n	g	g	d	nnnggd		nedov		
1681	podcenjevati	precenjevati	d	d	d	d	d	d	dddddd	je protipomenka			
1682	podneven	ponočen	d	g	g	g	d	d	dgggdd		zaz		
1683	podnevi	ponoči	d	d	d	d	d	d	dddddd	je protipomenka			
1684	podoben	drugačen	d	d	d	d	d	d	dddddd	je protipomenka			
1685	podoben	nepodoben	d	d	g	g	d	d	ddggdd		ne		
1686	podoben	različen	d	d	d	d	d	d	dddddd	je protipomenka			
1687	podobnost	nepodobnost	d	d	g	g	d	d	ddggdd		ne		
1688	podobnost	različnost	d	d	d	d	d	d	dddddd	je protipomenka			
1689	podpisan	nepodpisan	d	d	d	d	d	d	dddddd	je protipomenka			
1690	poenostaviti	komplicirati	d	d	d	g	g	d	dddggd		nedov		
1691	poenostaviti	zamotati	n	d	n	d	d	d	ndnddd		zaz	kontekst	
1692	pogojno	brezpogojno	d	d	d	d	d	d	dddddd	je protipomenka			
1693	pogost	poredko	n	n	n	g	g	g	nnnggg		bv		
1694	pogosten	nenavaden	d	g	n	g	g	d	dgnggd		kontekst		
1695	pogosten	redek	d	d	d	d	d	d	dddddd	je protipomenka			
1696	pogosto	izjemoma	d	d	d	d	d	d	dddddd	je protipomenka			
1697	pogosto	malokdaj	d	d	d	d	d	d	dddddd	je protipomenka			
1698	pogosto	poredko	d	d	d	d	d	d	dddddd	je protipomenka			
1699	poizvedba	odgovor	d	d	d	d	d	d	dddddd	je protipomenka			
1700	pojavitev	izginitev	d	g	d	n	d	d	dgdndd		kontekst		
1701	pojavitev	izginotje	d	d	d	d	d	d	dddddd	je protipomenka			
1702	poklicen	amaterski	d	d	d	d	d	d	dddddd	je protipomenka			
1703	poklicen	nestrokoven	d	d	d	g	d	d	dddgdd		kontekst	ne	
1704	poklicen	nestrokovnjaški	d	g	n	g	d	d	dgngdd		zaz	kontekst, ne	
1705	pokopan	nepokopan	d	d	d	d	d	d	dddddd	je protipomenka			
1706	pokoren	nepokoren	d	d	d	d	d	d	dddddd	je protipomenka			
1707	pokriti	odkriti	d	d	d	d	d	d	dddddd	je protipomenka			
1708	pokrivati	odkriti	n	n	n	g	g	d	nnnggd		nedov		
1709	pokvariti	popraviti	d	d	d	d	d	d	dddddd	je protipomenka			
1710	pokvariti	okrasiti	n	n	n	n	g	g	nnnngg		kontekst		
1711	poleten	zimski	d	d	d	d	d	d	dddddd	je protipomenka			
1712	poln	prazen	d	d	d	d	d	d	dddddd	je protipomenka			
1713	polomiti	obnoviti	d	d	d	n	g	d	dddngd		tranz		
1714	položiti	dvigniti	d	d	d	d	d	d	dddddd	je protipomenka			
1715	položiti	umakniti	n	d	n	n	g	g	ndnngg		gp		
1716	pomanjkljiv	nepoškodovan	d	n	d	g	g	g	dndggg		kontekst	ne	
1717	pomanjšan	zvišan	d	g	n	n	d	d	dgnndd		zaz	kontekst	
1718	pomemben	nevažen	d	d	d	d	d	d	dddddd	je protipomenka			
1719	pomembno	nepomembno	d	d	d	d	d	d	dddddd	je protipomenka			
1720	pomembnost	brezpomembnost	d	d	d	d	d	d	dddddd	je protipomenka			
1721	pomembnost	nepomembnost	d	d	d	d	d	d	dddddd	je protipomenka			
1722	pomembnost	nevažnost	d	d	d	d	d	d	dddddd	je protipomenka			
1723	pomembnost	neznatnost	d	n	n	d	d	d	dnnddd		kontekst	ne	
1724	pomirljiv	nepomirljiv	d	d	d	d	d	d	dddddd	je protipomenka			
1725	pomirljiv	nespravljiv	d	n	d	d	n	d	dnddnd		kontekst	ne	
1726	pomljiv	pozabljiv	d	d	n	g	d	d	ddngdd		zaz		
1727	pomotoma	hote	d	d	d	d	d	d	dddddd	je protipomenka			
1728	pomotoma	nalašč	d	d	d	d	d	d	dddddd	je protipomenka			
1729	pomotoma	namenoma	d	d	d	d	d	d	dddddd	je protipomenka			
1730	pomotoma	namerno	d	d	d	d	d	d	dddddd	je protipomenka			
1731	pomotoma	zanalašč	d	d	d	d	d	d	dddddd	je protipomenka			
1732	ponarejen	pristen	d	d	d	d	d	d	dddddd	je protipomenka			
1733	ponižati	dvigati	n	n	n	g	g	g	nnnggg		nedov	kontekst	
1734	ponižati	povzdigniti	d	n	g	d	d	d	dngddd		kontekst		
1735	ponos	ponižnost	d	d	d	d	g	d	ddddgd		kontekst		
1736	ponos	skromnost	d	d	n	g	d	d	ddngdd		kontekst		
1737	pooblaščen	nedovoljen	d	n	d	g	g	g	dndggg		kontekst	ne	
1738	pooblaščen	nepooblaščen	d	d	d	d	d	d	dddddd	je protipomenka			
1739	pooblaščeno	nepooblaščeno	d	d	d	d	d	d	dddddd	je protipomenka			
1740	popoln	pomanjkljiv	d	d	d	d	d	d	dddddd	je protipomenka			
1741	popoln	oškodovan	d	n	n	g	g	g	dnnggg		tranz		
1742	popoln	poškodovan	d	g	d	d	g	d	dgddgd		kontekst		
1743	popoln	nepoškodovan	n	n	n	n	n	n	nnnnnn	ni protipomenka			
1744	popolno	nepopolno	d	d	d	d	d	d	dddddd	je protipomenka			
1745	popraviti	polomiti	d	d	d	d	d	d	dddddd	je protipomenka			
1746	popraviti	zlomiti	d	d	d	d	d	d	dddddd	je protipomenka			
1747	popularnost	nepopularnost	d	d	d	d	d	d	dddddd	je protipomenka			
1748	popularnost	nepriljubljenost	d	d	d	d	d	d	dddddd	je protipomenka			
1749	porabnost	neprilagodljivost	g	n	n	g	g	n	gnnggn		kontekst	zaz	
1750	porast	pomanjšanje	g	d	d	d	d	d	gddddd		zaz		
1751	porast	zmanjšanje	d	d	d	d	d	d	dddddd	je protipomenka			
1752	porast	upadanje	d	d	d	g	d	d	dddgdd		tvorjeno		
1753	poraz	zmaga	d	d	d	d	d	d	dddddd	je protipomenka			
1754	poraz	zmagoslavje	d	d	n	d	d	d	ddnddd		kontekst		
1755	poredko	navadno	d	d	d	d	d	g	dddddg		kontekst		
1756	poredko	normalno	d	d	n	g	d	g	ddngdg		kontekst		
1757	poredko	običajno	d	d	d	d	d	d	dddddd	je protipomenka			
1758	poredko	redno	d	d	n	g	d	d	ddngdd		kontekst	stop	
1759	poredko	vsakdanje	d	n	n	g	d	d	dnngdd		kontekst		
1760	poriniti	vleči	n	n	d	g	d	d	nndgdd		nedov		
1761	poriniti	potegniti	d	d	d	d	d	d	dddddd	je protipomenka			
1762	poročen	neoženjen	d	d	g	d	d	d	ddgddd		zaz	ne	
1763	poročen	neporočen	d	d	d	d	d	d	dddddd	je protipomenka			
1764	poročen	samski	d	d	d	d	d	d	dddddd	je protipomenka			
1765	poseben	normalen	d	d	d	d	d	g	dddddg		kontekst		
1766	poseben	običajen	d	d	d	d	d	d	dddddd	je protipomenka			
1767	poseben	povprečen	d	g	d	g	d	d	dgdgdd		kontekst		
1768	poškodovan	cel	d	d	d	d	d	d	dddddd	je protipomenka			
1769	poškodovan	intakten	d	g	g	g	d	d	dgggdd		prevzeto		
1770	poškodovan	nepoškodovan	d	d	d	d	d	d	dddddd	je protipomenka			
1771	poškodovan	neranjen	d	d	d	d	d	d	dddddd	je protipomenka			
1772	poškodovana	nepoškodovana	d	d	d	d	d	d	dddddd	je protipomenka	lema		
1773	poslabšati	izboljšati	d	d	d	d	d	d	dddddd	je protipomenka			
1774	posplošiti	določiti	d	n	n	g	d	d	dnngdd		tranz		
1775	posplošiti	karakterizirati	n	n	n	g	g	d	nnnggd		tranz	prevzeto	
1776	posplošiti	precizirati	d	d	d	d	d	d	dddddd	je protipomenka			
1777	posplošiti	specificirati	d	d	d	d	d	d	dddddd	je protipomenka			
1778	posredno	neposredno	d	d	d	d	d	d	dddddd	je protipomenka			
1779	postaven	protipostaven	d	g	n	d	d	d	dgnddd		večpom	ne, zaz	
1780	pošten	nepošten	d	d	d	d	d	d	dddddd	je protipomenka			
1781	pošten	krivičen	d	d	d	g	d	d	dddgdd		večpom		
1782	pošten	nepravičen	d	d	d	g	d	d	dddgdd		večpom	ne	
1783	pošten	pristranski	d	d	d	d	d	d	dddddd	je protipomenka			
1784	pošteno	nepošteno	d	d	d	d	d	d	dddddd	je protipomenka			
1785	postnatalen	prenatalen	d	d	d	d	d	d	dddddd	je protipomenka			
1786	postopen	iznenaden	d	g	d	g	d	g	dgdgdg		zaz		
1787	postopen	nagel	d	d	n	d	d	d	ddnddd		kontekst		
1788	postopen	nenaden	d	d	d	d	d	d	dddddd	je protipomenka			
1789	potomec	prednik	d	d	d	d	d	d	dddddd	je protipomenka			
